POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INÍCIO,TÉRMINO,CONCLUSAO,TITULARIDADE,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
1-ALS-26-ALS,081160234900,Origem Alagoas,1ALS 0026  AL,AL,Alagoas,PARU,PARU ,PARU,M,N,1 ,Pioneiro,ABANDONADO POR OUTRAS RAZÕES,ARRASADO,4/22/1983,6/15/1983,6/15/1983,Publico,"	-10:18:43,558","	-36:05:11,382","-10,3120994444","-36,086495",SIRGAS2000,Definitiva,Vertical,0,0,0,MR,26,0,24,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,PA-7                          ,,,5/3/2026
1-ALS-27-AL,081160244800,,1ALS 0027  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,PRODUTOR SUBCOMERCIAL DE GÁS NATURAL,ABANDONADO PERMANENTEMENTE,9/4/1983,10/28/1983,10/28/1983,Publico,"	-10:22:28,436","	-36:06:45,150","-10,3745655555","-36,1125416666",SIRGAS2000,Definitiva,Vertical,,,,MR,25,,28,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,PA-7                          ,,,5/3/2026
1-ALS-28-AL,081160233600,,1ALS 0028  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,4/7/1983,5/22/1983,5/22/1983,Publico,"	-10:16:40,272","	-36:11:14,935","-10,2778533333","-36,1874819444",SIRGAS2000,Definitiva,Vertical,,,,MR,18,,15,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,P-1,PETROBRAS I,,5/3/2026
1-ALS-3-AL,081160156600,,1ALS 0003  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,12/18/1972,2/28/1973,2/28/1973,Publico,"	-10:07:17,950","	-35:55:53,631","-10,1216527777","-35,9315641666",SIRGAS2000,Definitiva,Vertical,,,,MR,24,,36,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,PA-4                          ,,,5/3/2026
1-ALS-31-AL,081160711800,,1ALS 0031  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,10/31/1983,12/7/1983,12/7/1983,Publico,"	-09:42:58,213","	-35:25:45,800","-9,7161702777","-35,4293888888",SIRGAS2000,Definitiva,Vertical,,,,MR,24.7,,46,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,INTE                          ,,,5/3/2026
1-ALS-32-ALS,081160715000,Petrobras,1ALS 0032  AL,AL,Alagoas,A032,A032 ,ÁREA DO ALS032,M,N,1 ,Pioneiro,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ARRASADO,5/15/1985,8/6/1985,8/6/1985,Publico,"	-10:36:22,849","	-36:12:37,395","-10,6063469444","-36,2103875",SIRGAS2000,Definitiva,Vertical,,,,MR,30,0,40,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,JFP7                          ,,,5/3/2026
1-ALS-33-AL,081160303900,,1ALS 0033  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,1/3/1986,3/20/1986,3/20/1986,Publico,"	-10:21:01,030","	-36:02:39,530","-10,3502861111","-36,0443138888",SIRGAS2000,Definitiva,Vertical,,,,MR,26,,22,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,PA30                          ,,,5/3/2026
1-ALS-34-AL,081160310100,,1ALS 0034  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,3/31/1986,7/11/1986,7/11/1986,Publico,"	-10:21:31,669","	-36:07:51,951","-10,3587969444","-36,1310975",SIRGAS2000,Definitiva,Vertical,,,,MR,25,,25,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,PA30                          ,,,5/3/2026
1-ALS-35-AL,081160316300,,1ALS 0035  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,7/1/1986,10/24/1986,10/24/1986,Publico,"	-09:58:28,765","	-35:52:08,368","-9,9746569444","-35,8689911111",SIRGAS2000,Definitiva,Vertical,,,,MR,19.29999,,24,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,PA-29,NORTH STAR I,,5/3/2026
1-ALS-37-AL,081160714000,,1ALS 0037  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,11/30/1984,12/9/1984,12/9/1984,Publico,"	-09:51:40,140","	-35:48:30,661","-9,86115","-35,8085169444",SIRGAS2000,Definitiva,Vertical,,,,MR,30,,26,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,JFP7                          ,,,5/3/2026
1-ALS-38-AL,081210286000,,1ALS 0038  AL,AL,Sergipe,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,5/7/1985,6/20/1985,6/20/1985,Publico,"	-10:26:02,974","	-36:19:36,032","-10,4341594444","-36,3266755555",SIRGAS2000,Definitiva,Vertical,,,,MR,27,,13,NM,,,,,,,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,P-5,PETROBRAS V,,5/3/2026
1-ALS-4-AL,081160150900,,1ALS 0004  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,8/22/1969,11/11/1969,11/11/1969,Publico,"	-10:25:24,464","	-36:10:15,332","-10,4234622222","-36,1709255555",SIRGAS2000,Definitiva,Vertical,,,,MR,23,,21,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,P-1,PETROBRAS I,,5/3/2026
1-ALS-40-AL,081160318200,,1ALS 0040  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,7/25/1986,9/22/1986,9/22/1986,Publico,"	-09:51:28,961","	-35:45:12,114","-9,8580447222","-35,753365",SIRGAS2000,Definitiva,Vertical,,,,MR,26,,24.6,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,PA30                          ,,,5/3/2026
1-ALS-41-AL,081160325600,,1ALS 0041  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,11/26/1986,1/14/1987,1/14/1987,Publico,"	-10:04:19,364","	-35:57:38,185","-10,0720455555","-35,9606069444",SIRGAS2000,Definitiva,Vertical,,,,MR,18.29999,,32,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,PA-29,NORTH STAR I,,5/3/2026
1-ALS-42-AL,081160718500,,1ALS 0042  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ARRASADO,12/11/1986,2/13/1987,2/13/1987,Publico,"	-10:35:47,155","	-36:13:30,413","-10,5964319444","-36,2251147222",SIRGAS2000,Definitiva,Vertical,,,,MR,30,,33,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,OSPT                          ,,,5/3/2026
1-ALS-43-AL,081160329300,,1ALS 0043  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,1/22/1987,1/22/1987,1/22/1987,Publico,"	-09:25:43,939","	-35:22:11,620","-9,4288719444","-35,3698944444",SIRGAS2000,Definitiva,Vertical,,,,MR,22,,28,NM,,,,,,Existe,,,,,Existe,,,,,,,,,,,,PA-29,NORTH STAR I,,5/3/2026
1-ALS-43A-AL,081160329400,,1ALS 0043A AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,1/23/1987,4/12/1987,4/12/1987,Publico,"	-09:25:43,548","	-35:22:11,618","-9,4287633333","-35,3698938888",SIRGAS2000,Definitiva,Vertical,,,,MR,22,,28,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,PA-29,NORTH STAR I,,5/3/2026
1-ALS-47-AL,081160379700,,1ALS 0047  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,10/8/1992,11/1/1992,11/1/1992,Publico,"	-10:10:46,241","	-35:49:09,854","-10,1795113888","-35,8194038888",SIRGAS2000,Definitiva,Vertical,,,,MR,15,,746,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,NS-14,DISCOVER SEVEN SEAS,,5/3/2026
1-ALS-49-AL,081160392400,Petrobras,1ALS 0049  AL,AL,Alagoas,SEAL-30,,,M,N,1 ,Pioneiro,SECO COM INDÍCIOS DE GÁS NATURAL E CONDENSADO,ABANDONADO PERMANENTEMENTE,12/20/1997,3/11/1998,3/11/1998,Publico,"	-10:22:52,517","	-36:05:22,114","-10,3812547222","-36,0894761111",SIRGAS2000,Definitiva,Vertical,,,,MR,24,,28,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,P-5,PETROBRAS V,,5/3/2026
1-ALS-5-AL,081160158800,,1ALS 0005  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,3/12/1974,4/17/1974,4/17/1974,Publico,"	-10:09:04,079","	-35:56:00,300","-10,1511330555","-35,9334166666",SIRGAS2000,Definitiva,Vertical,,,,MR,18.29999,,21,NM,,,,,,,,,,,,,,,,,,,,,,,PA-2                          ,,,5/3/2026
1-ALS-5A-AL,081160159400,,1ALS 0005A AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,4/30/1974,5/13/1974,5/13/1974,Publico,"	-10:09:06,413","	-35:56:04,475","-10,1517813888","-35,9345763888",SIRGAS2000,Definitiva,Vertical,,,,MR,18.29999,,21,NM,,,,,,,,,,,,,,,,,,,,,,,PA-2                          ,,,5/3/2026
1-ALS-5B-AL,081160164600,,1ALS 0005B AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,1/29/1976,3/9/1976,3/9/1976,Publico,"	-10:08:47,283","	-35:55:44,106","-10,1464675","-35,9289183333",SIRGAS2000,Definitiva,Vertical,,,,MR,24,,30,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,PA10,Plataforma autoelevável 10,,5/3/2026
1-ALS-6-AL,081160149600,,1ALS 0006  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,5/20/1980,10/5/1980,10/5/1980,Publico,"	-09:35:43,249","	-35:13:16,975","-9,5953469444","-35,2213819444",SIRGAS2000,Definitiva,Vertical,,,,MR,30,,46,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,PA17                          ,,,5/3/2026
1-ALS-7-AL,081160159600,,1ALS 0007  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,5/20/1974,8/28/1974,8/28/1974,Publico,"	-10:02:59,404","	-35:48:12,263","-10,0498344444","-35,8034063888",SIRGAS2000,Definitiva,Vertical,,,,MR,20,,36.5,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,PA-2                          ,,,5/3/2026
1-ALS-8-AL,081160162400,,1ALS 0008  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,3/24/1975,7/6/1975,7/6/1975,Publico,"	-10:10:08,879","	-36:00:38,342","-10,1691330555","-36,0106505555",SIRGAS2000,Definitiva,Vertical,,,,MR,18,,23,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,PA-2                          ,,,5/3/2026
1-ALS-9-AL,081160159200,,1ALS 0009  AL,AL,Alagoas,Brasil,,,M,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,4/22/1974,8/3/1974,8/3/1974,Publico,"	-10:18:31,767","	-36:10:19,118","-10,3088241666","-36,1719772222",SIRGAS2000,Definitiva,Vertical,,,,MR,22,,17,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,P-1,PETROBRAS I,,5/3/2026
1-ALV-1-BA,20240024032,SPE Tiêta,1ALV12902,BA,Recôncavo,REC-T-129,,,T,S,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/9/2009,8/13/2009,8/20/2009,Publico,"	-12:16:39,024","	-38:16:55,892","-12,2775066666","-38,2821922222",SIRGAS2000,Definitiva,Vertical,2260,2356,2359,MR,99,92.6,0,NM,,,,,Existe,,Existe,,Existe,,,,,,,,,Existe,Existe,,,,KM,RAPID RIG Sonda Convencional de Perfuração KM,,5/3/2026
1-ALV-10-BA,20240028856,Alvopetro,1-ALV-256-A1-BA,BA,Recôncavo,REC-T-256,,,T,S,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL,ARRASADO,8/30/2016,9/20/2016,9/24/2016,Publico,"	-12:38:08,275","	-38:14:35,950","-12,6356319444","-38,2433194444",SIRGAS2000,Definitiva,Vertical,-2139.6,2292,2291.72,MR,60.29,54.19,0,NM,,Santo Amaro,Candeias,,Existe,,Existe,Existe,Existe,Existe,,Existe,,,,,Existe,,,,,,KM,RAPID RIG Sonda Convencional de Perfuração KM,I,5/3/2026
1-ALV-11-BA,20240028901,Alvopetro,1-ALV-198-A1-BA,BA,Recôncavo,REC-T-198,CBEL ,CABURÉ LESTE,T,S,1 ,Pioneiro,EXTENSÃO PARA GÁS NATURAL,PRODUZINDO,1/15/2017,1/24/2017,3/21/2017,Publico,"	-12:29:43,653","	-38:11:11,569","-12,4954591666","-38,1865469444",SIRGAS2000,Definitiva,Vertical,-1361.4,1480,1481,MR,109.3,104.9,0,NM,,Santo Amaro,Maracangalha,Caruaçu,Existe,,Existe,Existe,Existe,,,Existe,,,Existe,Existe,Existe,Existe,Existe,Existe,,,GREAT106 (TUS 106),GREAT - 106,I,5/3/2026
1-ALV-12-BA,20230029048,Alvopetro,1-ALV-177-A1-BA,BA,Tucano Sul,TUC-T-177,,,T,S,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,8/29/2017,9/5/2017,9/9/2017,Publico,"	-12:05:44,310","	-38:30:20,730","-12,0956416666","-38,5057583333",SIRGAS2000,Definitiva,Vertical,-833.07,1100,1099.57,MR,266.5,261.6,0,NM,,,Sergi,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,GREAT106 (TUS 106),GREAT - 106,I,5/3/2026
1-ALV-13-BA,20240029447,Alvopetro,1-ALV-57-A1-BA,BA,Recôncavo,REC-T-57,,,T,S,1 ,Pioneiro,,ABANDONADO PERMANENTEMENTE,8/17/2019,8/23/2019,8/26/2019,Publico,"	-11:57:55,128","	-38:12:55,109","-11,9653133333","-38,2153080555",SIRGAS2000,Definitiva,Vertical,-1349.75,1499,1496.3,MR,144.1,138.8,,NM,,Brotas,Aliança,Boipeba,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,,,,,,PR-04,National Oilwell Varco - 750,I,5/3/2026
1-ALV-14D-BA,20240029789,Alvopetro,1-ALV-182-C1-BA,BA,Recôncavo,REC-T-182,,,T,S,1 ,Pioneiro,,ARRASADO,3/2/2022,4/16/2022,4/26/2022,Publico,"	-12:26:23,362","	-38:16:13,610","-12,4398227777","-38,2704472222",SIRGAS2000,Definitiva,Direcional,-2769.3,2926,2928,MR,131.9,126.1,0,NM,,Brotas,Sergi,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,GREAT105,GREAT - 105,I,5/3/2026
1-ALV-15-BA,20240029825,Alvopetro,1-ALV-183-B1-BA,BA,Recôncavo,REC-T-183,,,T,S,1 ,Pioneiro,,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/5/2022,6/30/2022,7/12/2022,Publico,"	-12:25:06,828","	-38:14:50,738","-12,4185633333","-38,2474272222",SIRGAS2000,Definitiva,Vertical,-2860.1,2917,2920,MR,57.4,51.7,,NM,,Brotas,Sergi,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,Existe,,,,GREAT105,GREAT - 105,I,5/3/2026
1-ALV-2-BA,20240024159,SPE Tiêta,1ALV15502,BA,Recôncavo,REC-T-155,TIE  ,TIÊ,T,S,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,INJETANDO,8/27/2009,10/11/2009,10/17/2009,Publico,"	-12:21:14,613","	-38:16:41,004","-12,3540591666","-38,2780566666",SIRGAS2000,Definitiva,Vertical,2133.7,2237,2241.7,MR,107.6,101.5,0,NM,,,,,Existe,,Existe,,Existe,,,,,,,,,,Existe,,,,KM,RAPID RIG Sonda Convencional de Perfuração KM,I,5/3/2026
1-ALV-3D-BA,20240026583,Alvopetro,1-ALV196-01-D-BA,BA,Recôncavo,REC-T-196,,,T,S,1 ,Pioneiro,SECO SEM INDÍCIOS,ARRASADO,10/27/2012,11/3/2012,11/21/2012,Publico,"	-12:27:39,893","	-38:16:59,469","-12,4610813888","-38,2831858333",SIRGAS2000,Definitiva,Direcional,-562.2,617,618,MR,51.8,45.8,0,NM,,Ilhas,Pojuca,,Existe,,Existe,Existe,Existe,Existe,,,,,,,Existe,,,,,,NIC 01,NIC 01,I,5/3/2026
1-ALV-4DP-BA,20240026595,Alvopetro,1-ALV182-01-D-BA,BA,Recôncavo,REC-T-182,,,T,S,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ARRASADO,11/4/2012,11/14/2012,11/21/2012,Publico,"	-12:27:39,893","	-38:16:59,469","-12,4610813888","-38,2831858333",SIRGAS2000,Definitiva,Direcional,1102.8,1345,1345,MR,51.8,45.8,0,NM,,Santo Amaro,Maracangalha,,Existe,,Existe,Existe,Existe,Existe,,,,,,,Existe,,,,,,NIC 01,NIC 01,I,5/3/2026
1-ALV-5-BA,20240027402,Alvopetro,1-ALV-197-1-BA,BA,Recôncavo,REC-T-183,MURU ,MURUCUTUTU,T,S,1 ,Pioneiro,DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO,PRODUZINDO,1/12/2014,3/22/2014,4/2/2014,Publico,"	-12:28:17,222","	-38:12:23,835","-12,4714505555","-38,2066208333",SIRGAS2000,Definitiva,Vertical,-3187.65,3275,3281.9,MR,94.25,88.15,0,NM,,Santo Amaro,Candeias,Gomo,Existe,,Existe,Existe,Existe,Existe,,,,,,,,,Existe,,Existe,,KM,RAPID RIG Sonda Convencional de Perfuração KM,I,5/3/2026
1-ALV-6D-BA,20240027688,Alvopetro,1-ALV-183-1-BA,BA,Recôncavo,REC-T-183,MURU ,MURUCUTUTU,T,S,1 ,Pioneiro,PORTADOR DE GÁS NATURAL,EM INTERVENÇÃO,7/27/2014,10/2/2014,10/12/2014,Publico,"	-12:27:04,852","	-38:11:38,502","-12,4513477777","-38,1940283333",SIRGAS2000,Definitiva,Direcional,-3472.9,3550,3556,MR,83.1,77,0,NM,,Santo Amaro,Candeias,Gomo,Existe,,Existe,Existe,Existe,Existe,,,,Existe,Existe,,Existe,,Existe,,Existe,,KM,RAPID RIG Sonda Convencional de Perfuração KM,I,5/3/2026
1-ALV-7D-BA,20240027869,Alvopetro,1-ALV-197-2-BA,BA,Recôncavo,REC-T-197,CBE  ,CABURÉ,T,S,1 ,Pioneiro,PORTADOR DE GÁS NATURAL,PRODUZINDO,11/7/2014,11/25/2014,12/1/2014,Publico,"	-12:29:58,779","	-38:11:46,850","-12,4996608333","-38,1963472222",SIRGAS2000,Definitiva,Direcional,-1406,1669,1624,MR,100.1,94,0,NM,,Santo Amaro,Candeias,Gomo,Existe,,Existe,Existe,Existe,,,,,,,,Existe,,Existe,,,,KM,RAPID RIG Sonda Convencional de Perfuração KM,I,5/3/2026
1-ALV-8D-BA,20240028228,Alvopetro,1-ALV-182-B1-BA,BA,Recôncavo,REC-T-182,MDL  ,MÃE-DA-LUA,T,S,1 ,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,FECHADO,5/24/2015,6/13/2015,8/27/2015,Publico,"	-12:26:10,766","	-38:18:43,732","-12,4363238888","-38,3121477777",SIRGAS2000,Definitiva,Direcional,-1961.32,2095,2079.6,MR,71.5,66.5,0,NM,,Brotas,Sergi,,Existe,,Existe,Existe,Existe,,,,,,,,Existe,,Existe,,,,IME-01,IMETAME_ENERGIA_01,I,5/3/2026
1-ALV-9D-BA,20240028721,Alvopetro,1-ALV-170-B1-BA,BA,Recôncavo,REC-T-170,,,T,S,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL,ARRASADO,2/21/2016,3/6/2016,3/21/2016,Publico,"	-12:23:06,198","	-38:09:43,498","-12,385055","-38,1620827777",SIRGAS2000,Definitiva,Direcional,-1400.35,1487,1487.7,MR,78.41,70.58,0,NM,,Santo Amaro,Candeias,,Existe,,Existe,Existe,Existe,,,,,,,,Existe,,,,,,FV-2,FAXE-2,I,5/3/2026
1-AM-1-AM,140300005000,,1AM  0001  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,8/8/1958,1/10/1959,1/10/1959,Publico,"	-03:17:07,653","	-59:52:26,180","-3,2854591666","-59,8739388888",SIRGAS2000,Definitiva,Vertical,,2247.8,,MR,24.2,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-25,SONDA CONVENCIONAL 25,,5/3/2026
1-AM-1-BA,202400214300,,1AM  0001  BA,BA,Recôncavo,Brasil,,,T,N,1 ,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,7/9/1967,7/15/1967,7/15/1967,Publico,"	-12:05:30,553","	-38:27:17,511","-12,0918202777","-38,4548641666",SIRGAS2000,Definitiva,Vertical,,680,,MR,208.1,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-52,SONDA CONVENCIONAL 52,,5/3/2026
1-AM-10-AM,140300010800,,1AM  0010  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL,ABANDONADO PERMANENTEMENTE,6/3/1960,8/14/1960,8/14/1960,Publico,"	-03:12:22,602","	-59:46:42,302","-3,2062783333","-59,7784172222",SIRGAS2000,Definitiva,Vertical,,1388.4,,MR,28.6,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-31,SONDA CONVENCIONAL 31,,5/3/2026
1-AM-11-AM,140300012000,,1AM  0011  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,9/6/1960,11/5/1960,11/5/1960,Publico,"	-03:13:47,081","	-59:48:19,324","-3,2297447222","-59,8053677777",SIRGAS2000,Definitiva,Vertical,,1358.9,,MR,24.79999,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-31,SONDA CONVENCIONAL 31,,5/3/2026
1-AM-12-AM,140300012500,,1AM  0012  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ARRASADO,11/22/1960,4/16/1961,4/16/1961,Publico,"	-03:13:42,895","	-59:46:43,675","-3,2285819444","-59,7787986111",SIRGAS2000,Definitiva,Vertical,,1656.6,,MR,25,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-31,SONDA CONVENCIONAL 31,,5/3/2026
1-AM-13-AM,140300014600,,1AM  0013  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL,ARRASADO,12/18/1961,3/14/1962,3/14/1962,Publico,"	-03:13:31,815","	-59:47:16,550","-3,2255041666","-59,7879305555",SIRGAS2000,Definitiva,Vertical,,1636.9,,MR,26,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-44,SONDA CONVENCIONAL 44,,5/3/2026
1-AM-14-AM,140300018700,,1AM  0014  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ARRASADO,3/1/1964,5/1/1964,5/1/1964,Publico,"	-03:16:27,189","	-59:50:41,569","-3,2742191666","-59,8448802777",SIRGAS2000,Definitiva,Vertical,,1330,,MR,23,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-44,SONDA CONVENCIONAL 44,,5/3/2026
1-AM-15-AM,140300033400,,1AM  0015  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ARRASADO,5/10/1976,6/13/1976,6/13/1976,Publico,"	-03:12:57,865","	-59:52:17,152","-3,2160736111","-59,8714311111",SIRGAS2000,Definitiva,Vertical,,1304,,MR,33,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,SC-44,SONDA CONVENCIONAL 44,,5/3/2026
1-AM-2-AM,140300006600,,1AM  0002  AM,AM,Amazonas,Brasil,,,T,N,1 ,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,3/27/1959,7/7/1959,7/7/1959,Publico,"	-03:20:27,581","	-59:52:26,284","-3,3409947222","-59,8739677777",SIRGAS2000,Definitiva,Vertical,,1588.8,,MR,21.79999,,,,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SC-26,SONDA CONVENCIONAL 26,,5/3/2026
